навучае,1
мучыць,1
прыкусі,1
развесіўшы,1
ча-каць,1
ехаць,1
ночка,1
працэнт,1
коўдру,1
домам,1
прачакалася,1
ной,1
адціснецца,1
найшоўшы,1
вытылінгіваць,1
страляй,1
сторублёвая,1
чужая,1
беларускі,1
нарабіла,1
гарачыня,1
спрытныя,1
мыш,1
шашняў,1
палезе,1
едзеце,1
паўтары,1
якой,1
даць,1
выспімся,1
пазабаўляйцеся,1
гутарка,1
яснае,1
таткаў,1
прымерам,1
чорная,1
лазы,1
бацька-нябожчык,1
прыпазніўся,1
працэнтаў,1
танцы,1
сасна,1
левы,1
весялей,1
таткі,1
бацюхна,1
лес,1
ашалеў,1
кішэні,1
душы,1
нара-вістая,1
птушка,1
выглядаеце,1
забастоўшчыка,1
адзежу,1
знаюць,1
наругацца,1
выкінуць,1
навучыць,1
патрапіць,1
мужыцкі,1
выкрутасы,1
пасватаўся,1
пускаеце,1
та-а-к,1
іначай,1
перш-наперш,1
успеў,1
кожны,1
раз-мокне,1
выехалі,1
адкупіў,1
музыкам,1
сядзіць,1
пранцуз,1
павіншуй,1
маладзіца,1
цукер,1
кажы,1
шляхоцкая,1
жонкі,1
нагоніце,1
згіну,1
бухтыль,1
гаспадароў,1
грамацей,1
палюбіла,1
спадніцы,1
лётаюць,1
кніжак,1
удаволь,1
адышла,1
пустога,1
імі,1
дзядзькава,1
успомніла,1
катом,1
ненаглядная,1
недарэчную,1
дый,1
някемкі,1
натупалася,1
адчыніш,1
цяміўся,1
расстанемся,1
та-тачка,1
лявоніхі,1
людскога,1
дзесятаму,1
здурэла,1
адбываўся,1
сэрцы,1
пашкодзілі,1
начніца,1
танец,1
паказваюць,1
інквізі-тарскі,1
дамінісяй,1
танцуйце,1
пустарэвічаў,1
інтэрас,1
тваімі,1
раздзявайцеся,1
дому,1
цягні,1
выгнаць,1
надовічы,1
прыадзецца,1
загляньце,1
саду,1
скакаці,1
выпадае,1
рызнік,1
таткам,1
васпані,1
трапечацца,1
спалася,1
мужыцкая,1
месяц,1
праўдзівым,1
качарэжка,1
простага,1
абодва,1
вядзеш,1
анцыхрыст,1
слізка,1
языкі,1
касавокая,1
гэт-кую,1
гаруй,1
нарабіць,1
сумная,1
пасаг,1
вязуць,1
казалі,1
ляцець,1
завязе,1
бабохае,1
папяроску,1
важная,1
сенажаць,1
маладая,1
стражнікаў,1
саколік,1
маме,1
пабіла,1
напроць,1
меней,1
нейкіх,1
шляхта,1
панскіх,1
збіўся,1
цырку,1
цікаўскага,1
пой-дзем,1
куплялі,1
гэткая,1
вучоны,1
адбіцца,1
гіцаль,1
сумашэдшым,1
чакаеце,1
адарваць,1
натуры,1
іграць,1
вузлы,1
баюся,1
сакрэт,1
важыш,1
падхадзячую,1
дурненькі,1
ножку,1
дзенецца,1
хтось,1
пассаць,1
рахунак,1
дрэўкі,1
песенька,1
шклянкі,1
гэткія,1
падумай,1
спадабалася,1
нейкае,1
людзям,1
гаручка,1
выглядаю,1
убачыць,1
ягамосцю,1
дзявочыя,1
манчыз,1
доўгія,1
брыды,1
вясці,1
гняды,1
мяхі,1
вывалачы,1
пераймай,1
пахаджывае,1
годнасць,1
дрындушкі,1
манапольцы,1
пазнаеш,1
паненку,1
купіш,1
тупнем,1
забаўляйцеся,1
навамодных,1
уедзеш,1
клумак,1
лады,1
вазьміце,1
пахінаешся,1
порана,1
падлізацца,1
дрэняй,1
настаўніцкія,1
паехаў,1
стараемся,1
сотню,1
паслухаць,1
украсці,1
гарматаў,1
пазабаўляцца,1
абразікам,1
куксамордай,1
спазніліся,1
сора,1
перасуд,1
плываюць,1
татавага,1
шчасце,1
паспеюць,1
ночы,1
зграбны,1
старымі,1
цягнуцца,1
трачу,1
нашчапае,1
навучыўся,1
пры-едзе,1
іншым,1
бачыце,1
прыелася,1
выкіруецца,1
рэдка,1
млыне,1
дыхт,1
лі,1
паказвацца,1
цёмненька,1
каленях,1
карэты,1
тваёй,1
хмары,1
палын,1
непаваротлівыя,1
а-ей-ей,1
пазычыў,1
ідзём,1
ездзіў,1
улялюскалася,1
літасці,1
кароў,1
дараджу,1
зрабіць-то,1
папрабуем,1
паўвалокі,1
нерат,1
закусілі,1
мала-дзенькая,1
свату,1
нясі,1
скажуць,1
шарманку,1
дочкі,1
разласаваўся,1
вечарынкі,1
сцяпана,1
лужанкі,1
бычка,1
сякія-такія,1
кніжкамі,1
чатыры,1
даведаўся,1
згадай,1
моль,1
кол,1
падмазацца,1
даюцца,1
падпіў,1
мужыкамі,1
пачакайце,1
згоду,1
робіць,1
міласэрны,1
паладзіць,1
сім,1
маладога,1
гэткі,1
мухаў,1
думаю,1
выглядае,1
рассеўся,1
цёпленька,1
ураджаі,1
зладзюга,1
ёзнасці,1
захацелася,1
паспееш,1
перабіваеце,1
павыцягваў,1
перапыніце,1
нейкага,1
кожная,1
едзе,1
адстала,1
браток,1
папасавалася,1
графам,1
спяеце,1
абяцала,1
дагледзець,1
маўчу,1
долі,1
момант,1
прывыкаюць,1
дачушкай,1
латак,1
гвязды,1
складам,1
качэргамі,1
прост,1
распуства,1
рэдзькі,1
вопратку,1
адпусцяцца,1
дастаньце,1
спрэчкі,1
гнілая,1
разумныя,1
дарэчнымі,1
чэсць,1
мо,1
знакі,1
песцячыся,1
пакараў,1
аддыхнеце,1
асеннія,1
баліць,1
думаеце,1
уверх,1
кабыл,1
дзедам,1
сплыло,1
спадзявацца,1
супакойце,1
зрабіў,1
гля-дзець,1
дыхаў,1
рассыпаўся,1
быдлё,1
тату,1
ружанцаў,1
занясу,1
міхалішкі,1
падсядзьце,1
нага,1
козамі,1
думак,1
сплуталася,1
дадому,1
прытрапаў,1
горш,1
гэнага,1
туркоча,1
гіршы,1
убачыў,1
міхалішках,1
схавай,1
дачэснае,1
святкі,1
авечкі,1
адэля,1
кашы,1
падмазываў,1
бліжэй,1
помні,1
вашага,1
збудуем,1
вясёлую-вясёлую,1
сон,1
матыліцы,1
вядзе,1
гвалт,1
раблю,1
рэчы,1
ячменю,1
татавым,1
спяіцё,1
памагай,1
поп,1
дойце,1
падмазаны,1
шляхоцкага,1
перад,1
вуча,1
палаткі,1
востра,1
пятую,1
святое,1
сто,1
скруціў,1
гэткую,1
паганіць,1
працэнцік,1
тутэйшых,1
выганю,1
чалавека,1
цёмнай,1
татку,1
хораша,1
веда-еце,1
так-то,1
гаду,1
гэтаму,1
снілася,1
смерці,1
прыкідваецца,1
багата,1
мазгаўню,1
мя-не,1
дарагі,1
другім,1
выхаду,1
пагля-дзім,1
хра-пуць,1
луча,1
тонка,1
найлепей,1
патрапіш,1
уперла,1
адбіваць,1
знайшла,1
аднаму,1
собіла,1
марнаваць,1
дарозе,1
юджваюць,1
мамачка,1
дзяга,1
госцік,1
скакаць,1
рызыкай,1
сватацца,1
надой-дзе,1
маніцёся,1
нельга,1
шукаў,1
шнуровачку,1
лавіць,1
пагуляема,1
жаніцьба,1
важыўся,1
сад,1
твайго,1
самую,1
нажаў,1
марша,1
нашага,1
звяжу,1
адольфу,1
узяцца,1
досыць,1
чэшуцца,1
зробіш,1
сухавей,1
прыехаў,1
маркоцься,1
суседзі,1
варт,1
поначы,1
ваколіцы,1
захочацца,1
рукавіцы,1
разумее,1
нажыў,1
быць-то,1
напаю,1
найшла-ся,1
патрабуе,1
маладую,1
ведае,1
пераробіш,1
нашліся,1
дралі,1
кіну,1
снеданне,1
маладой,1
лахі,1
польку,1
хіба,1
майская,1
бядзе,1
бу-дзе,1
звяжаш,1
з-пад,1
панны,1
чалавеку,1
чашы,1
павадзіць,1
такіх,1
іншых,1
пляшкі,1
рэзнуць,1
стары,1
добрае,1
хваробе,1
сушыць,1
дзела,1
э,1
затаргаваў,1
згодзіцца,1
галубка,1
коп,1
лазіць,1
сэрцайка,1
гарэлка,1
плявуз-гаць,1
капаўся,1
сёе,1
танцуй,1
